id,title,description_snippet,source_name,published_at,query_player,primary_label,secondary_labels,confidence_score,confidence_note,detected_players,is_lotte_related,event_summary,key_players,lotte_stance,player_stance,game_ref,game_context
22,"롯데자이언츠, 키움 히어로즈에 5대 6으로 패배",부산MBC)프로야구 롯데자이언츠가 어제(29) 사직구장에서 열린 키움 히어로즈와의 경기에서 연장전 끝에 5대 6으로 졌습니다.1회 초 키움에 선취점을 내준 롯데는 2회 말 선두타자 윤동희의 안타를 시작으로 동점을...,busanmbc.co.kr,2026-04-30T10:42:00,,MATCH_RELATED,,0.9,,,True,롯데가 키움에 연장전 끝에 아쉽게 패배했다.,박승욱,negative,,True,"롯데 vs 키움 (홈) 5-6 패 | 결승타: 오선진(11회) | 홈런: 안치홍2호, 임병욱1호, 박승욱1호 | 타자 키플레이어: 박승욱(롯데), 장두성(롯데), 레이예스(롯데) | 투수 키플레이어: 박진형(키움), 정철원(롯데), 유토(키움)"
23,"KIA 정해영이 조용히 부활을 외친다…4G 연속 무실점, 152km 미쳤다, 성영...",그리고 25일 광주 롯데 자이언츠전서 1이닝 1피안타 2탈삼진 무실점으로 홀드를 따냈다. 특히 빅터 레이예스에게 151~152km 포심을 계속 집어넣어 눈길을 모았다. 26일 광주 롯데전서도 노진혁에게 150km을 찍었다. 4-4로 단...,www.mydaily.co.kr,2026-04-30T10:40:00,,PERFORMANCE_ANALYSIS,MATCH_RELATED,0.9,,,True,KIA의 정해영이 롯데를 상대로 뛰어난 투구를 선보였다.,,negative,,True,"롯데 vs 키움 (홈) 5-6 패 | 결승타: 오선진(11회) | 홈런: 안치홍2호, 임병욱1호, 박승욱1호 | 타자 키플레이어: 박승욱(롯데), 장두성(롯데), 레이예스(롯데) | 투수 키플레이어: 박진형(키움), 정철원(롯데), 유토(키움)"
24,"이정후, 30일 경기 악천후 취소… 내일 더블헤더","이정후의 샌프란시스코 자이언츠가 필라델피아 필리스 원정경기를 앞뒀으나 악천후로 인해 취소됐다. 이로 인해 내일(5월1일, 이하 한국시간) 더블헤더로 경기가 열리게 됐다. 샌프란시스코는 30일 미국 펜실베니아주...",sports.hankooki.com,2026-04-30T10:38:00,,ETC,,0.0,gpt_missing_index;excluded_mlb_giants,,False,이정후의 경기가 악천후로 취소되며 더블헤더로 변경되었다.,,,,False,"롯데 vs 키움 (홈) 5-6 패 | 결승타: 오선진(11회) | 홈런: 안치홍2호, 임병욱1호, 박승욱1호 | 타자 키플레이어: 박승욱(롯데), 장두성(롯데), 레이예스(롯데) | 투수 키플레이어: 박진형(키움), 정철원(롯데), 유토(키움)"
25,"부산팬들 앞에서 모자 벗은 박진형 ""롯데에 감사했던 마음으로 인사→키...",키움 히어로즈의 불펜 투수 박진형(32)이 자신이 2025시즌까지 뛰었던 친정팀 롯데 자이언츠 팬들을 향해 고개 숙여 인사하며 뭉클한 재회의 순간을 가졌다. 지난 3월 시범경기를 통해 방문했지만 정규시즌에서는...,www.starnewskorea.com,2026-04-30T10:11:00,,ETC,INTERVIEW,0.9,,,True,박진형이 롯데 팬들에게 감사 인사를 전했다.,박진형,positive,,True,"롯데 vs 키움 (홈) 5-6 패 | 결승타: 오선진(11회) | 홈런: 안치홍2호, 임병욱1호, 박승욱1호 | 타자 키플레이어: 박승욱(롯데), 장두성(롯데), 레이예스(롯데) | 투수 키플레이어: 박진형(키움), 정철원(롯데), 유토(키움)"
26,"KIA, 홈런 5방으로 9-4 역전승",지난 26일 광주 기아챔피언스필드에서 열린 2026 신한 SOL KBO리그 정규시즌 롯데 자이언츠와 경기에서 정해영이 투구하고 있다. 사진=KIA 타이거즈 제공. KIA 타이거즈가 연장 10회까지 가는 접전 끝에 대거 5점을...,www.gjdream.com,2026-04-30T10:04:00,,MATCH_RELATED,,0.9,,,True,KIA가 롯데를 상대로 역전승을 거두었다.,,negative,,True,"롯데 vs 키움 (홈) 5-6 패 | 결승타: 오선진(11회) | 홈런: 안치홍2호, 임병욱1호, 박승욱1호 | 타자 키플레이어: 박승욱(롯데), 장두성(롯데), 레이예스(롯데) | 투수 키플레이어: 박진형(키움), 정철원(롯데), 유토(키움)"
27,"[KBO] KIA, NC 꺾고 단독 5위 등극..KT 이틀 연속 끝내기 승리",부산 사직구장에서는 키움 히어로즈가 연장 11회 접전 끝에 롯데 자이언츠를 6-5로 눌렀다. 키움은 11승 16패로 9위를 지켰다. 잠실에서는 두산 베어스가 삼성 라이온즈에 4-0으로 완승을 거두고 전날 패배를...,www.hg-times.com,2026-04-30T10:02:00,,MATCH_RELATED,,0.9,,,True,키움이 롯데를 연장전에서 이겼다.,,negative,,True,"롯데 vs 키움 (홈) 5-6 패 | 결승타: 오선진(11회) | 홈런: 안치홍2호, 임병욱1호, 박승욱1호 | 타자 키플레이어: 박승욱(롯데), 장두성(롯데), 레이예스(롯데) | 투수 키플레이어: 박진형(키움), 정철원(롯데), 유토(키움)"
28,이정후-산체스 맞대결 또 미뤄졌다…SF-PHI전 우천 연기로 더블헤더 편...,이정후(샌프란시스코 자이언츠)와 크리스토퍼 산체스(필라델피아 필리스)와의 승부가 또 한 번 미뤄졌다. 샌프란시스코는 30일(한국시각) 시티즌스 뱅크파크에서 열리는 2026 메이저리그(MLB) 필라델피아와의 원정...,www.stoo.com,2026-04-30T09:50:00,,ETC,,0.0,gpt_missing_index;excluded_mlb_giants,,False,이정후와 산체스의 맞대결이 연기되었다.,,,,False,"롯데 vs 키움 (홈) 5-6 패 | 결승타: 오선진(11회) | 홈런: 안치홍2호, 임병욱1호, 박승욱1호 | 타자 키플레이어: 박승욱(롯데), 장두성(롯데), 레이예스(롯데) | 투수 키플레이어: 박진형(키움), 정철원(롯데), 유토(키움)"
29,"“청량함에 유자 더했다”…롯데칠성, ‘칠성사이다 제로 유자’ 라인업...",롯데칠성음료는 최근 롯데 자이언츠 소속 선수 ‘빅터 레이예스’와 유튜버 ‘쯔양’과 함께 칠성사이다 신규 광고를 공개했다. ‘김밥편’은 경기에서 아쉬운 결과를 얻은 레이예스가 허탈하게 식당을 찾아 김밥을...,www.kukinews.com,2026-04-30T09:46:00,,ETC,,0.9,,,True,롯데칠성이 새로운 광고를 공개했다.,빅터 레이예스,positive,,False,"롯데 vs 키움 (홈) 5-6 패 | 결승타: 오선진(11회) | 홈런: 안치홍2호, 임병욱1호, 박승욱1호 | 타자 키플레이어: 박승욱(롯데), 장두성(롯데), 레이예스(롯데) | 투수 키플레이어: 박진형(키움), 정철원(롯데), 유토(키움)"
30,'우리동네 야구대장' 직접 본다…첫 직관 경기 개최,리틀 자이언츠' 경기 녹화에는 시청자들이 객석에서 직접 참여한다. 이에 신청이 잇따르며 벌써 높은 관심이... 박용택의 서울 '리틀 트윈스'와 이대호의 부산 '리틀 자이언츠'는 현재 공동 선두를 달리고 있는 가운데...,www.news1.kr,2026-04-30T09:42:00,,MATCH_RELATED,,0.9,,,True,리틀 자이언츠의 첫 직관 경기가 개최됩니다.,,neutral,,False,"롯데 vs 키움 (홈) 5-6 패 | 결승타: 오선진(11회) | 홈런: 안치홍2호, 임병욱1호, 박승욱1호 | 타자 키플레이어: 박승욱(롯데), 장두성(롯데), 레이예스(롯데) | 투수 키플레이어: 박진형(키움), 정철원(롯데), 유토(키움)"
31,"'NPB 경력+마이너 215홈런' 베테랑 거포, KIA와 계약 체결…'햄스트링 부...",올 시즌을 앞두고 KIA 유니폼을 입은 카스트로는 지난 25일 광주 롯데 자이언츠전에서 수비를 소화하던 도중 왼쪽 햄스트링에 통증을 느껴 경기 도중 교체됐다. 25일 병원 진단에서 햄스트링 부분 손상 진단을...,www.xportsnews.com,2026-04-30T09:41:00,,TRANSACTION_CONTRACT,,1.0,,,True,KIA의 카스트로가 부상을 당했다.,,negative,,True,"롯데 vs 키움 (홈) 5-6 패 | 결승타: 오선진(11회) | 홈런: 안치홍2호, 임병욱1호, 박승욱1호 | 타자 키플레이어: 박승욱(롯데), 장두성(롯데), 레이예스(롯데) | 투수 키플레이어: 박진형(키움), 정철원(롯데), 유토(키움)"
32,‘우리동네 야구대장’ 첫 직관 경기…리틀 트윈스vs리틀 자이언츠 리턴...,"리틀 자이언츠’의 맞대결이 펼쳐진다. 특히 공동 선두를 달리고 있는 박용택의 ‘리틀 트윈스’와 이대호의 ‘리틀 자이언츠’는 지난 3회 방송에서 5:5 무승부라는 명승부를 연출한 바 있어, 이번 재대결을 향한...",enter.etoday.co.kr,2026-04-30T09:32:00,,MATCH_RELATED,,0.9,,,True,리틀 자이언츠와 리틀 트윈스의 재대결이 기대됩니다.,,neutral,,False,"롯데 vs 키움 (홈) 5-6 패 | 결승타: 오선진(11회) | 홈런: 안치홍2호, 임병욱1호, 박승욱1호 | 타자 키플레이어: 박승욱(롯데), 장두성(롯데), 레이예스(롯데) | 투수 키플레이어: 박진형(키움), 정철원(롯데), 유토(키움)"
33,"'우리동네 야구대장', 5월 7일 첫 직관 경기 개최… 박용택·이대호 재격...","리틀 자이언츠(이대호 감독)'로 구성됐다. 특히 공동 선두를 기록 중인 서울 '리틀 트윈스'와 부산 '리틀 자이언츠'는 지난 3회 방송 당시 무승부를 기록한 바 있어, 이번 재대결을 통해 승부가 가려질지 주목된다....",www.stardailynews.co.kr,2026-04-30T09:32:00,,MATCH_RELATED,,0.9,,,True,롯데 자이언츠가 리틀 트윈스와 재대결을 펼친다.,,neutral,,True,"롯데 vs 키움 (홈) 5-6 패 | 결승타: 오선진(11회) | 홈런: 안치홍2호, 임병욱1호, 박승욱1호 | 타자 키플레이어: 박승욱(롯데), 장두성(롯데), 레이예스(롯데) | 투수 키플레이어: 박진형(키움), 정철원(롯데), 유토(키움)"
34,"'롯데→키움' 2차 드래프트 이적…보란듯이 5년 만에 승리+홀드 ""저 잘하...","""저 잘하고 있습니다"" 키움 히어로즈 박진형은 지난 28일 부산 사직구장에서 열린 2026 신한은행 SOL Bank KBO리그 롯데 자이언츠와 팀 간 시즌 4차전 원정 맞대결에서 1이닝 무실점으로 퍼펙트 피칭을 펼쳤다. 사직구장은...",www.spotvnews.co.kr,2026-04-30T09:22:00,,TRANSACTION_CONTRACT,,1.0,,,True,박진형이 롯데와의 경기에서 퍼펙트 피칭을 기록했다.,박진형,negative,,True,"롯데 vs 키움 (홈) 5-6 패 | 결승타: 오선진(11회) | 홈런: 안치홍2호, 임병욱1호, 박승욱1호 | 타자 키플레이어: 박승욱(롯데), 장두성(롯데), 레이예스(롯데) | 투수 키플레이어: 박진형(키움), 정철원(롯데), 유토(키움)"
